Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
734.运行,"DB412,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
735.运行,"DB413,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
736.运行,"DB414,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
301.运行,"DB415,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
121.运行,"DB416,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
141.运行,"DB417,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
911.运行,"DB418,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
122.运行,"DB419,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
901.运行,"DB420,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
320.运行,"DB421,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
321.运行,"DB422,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
713.运行,"DB423,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
712.运行,"DB424,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
702.运行,"DB425,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
701.运行,"DB426,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
351.运行,"DB427,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
353.运行,"DB428,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
349.运行,"DB429,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
350.运行,"DB430,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
342f.运行,"DB431,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
343f.运行,"DB432,D8.7",Boolean,1,RO,1000,,,,,,,,,,,
